SMILE,IP,EA,HomoLumoGap
C(C=[N+]=[N-])C=[N+]=[N-],0.287014539,-0.020137269,-0.307151808
C=C([O])[O],0.397545565,-0.102932981,-0.500478546
N([N+](=O)[O-])O,0.401349827,-0.040879316,-0.442229143
C(#COO)OO,0.347484273,0.011112897,-0.336371376
C(=C([N+](=O)[O-])[N+](=O)[O-])=N,0.393549877,0.030891748,-0.362658129
NO[N+](O)([O-])O[N+](=O)[O-],0.394672572,0.008726771,-0.385945801
C(=O)(C(=O)ON)ON,0.358289,-0.017267567,-0.375556567
C(=O)(C(=O)ON)O,0.375034591,-0.020430619,-0.39546521
NO[N+](=O)[O-],0.397947163,-0.034007469,-0.431954632
C(=O)(C(=O)ON)N,0.352385012,-0.035596443,-0.387981455
C(=C(C#N)[N+](=O)O)=[N-],0.372482665,0.041149396,-0.331333269
CC(=NO)C(=O)O,0.363643751,-0.032769962,-0.396413713
CC(=O)C=NO,0.356259617,-0.015962029,-0.372221646
C(=NO)C(=O)C=NO,0.355067096,0.012996237,-0.342070859
C(=O)N(C=O)C=O,0.383688712,-0.023812203,-0.407500915
C(N)O,0.35596921,-0.150103692,-0.506072902
CN=C=C=C=O,0.32524669,-0.039238561,-0.364485251
C(=C=N)=C=O,0.348511462,-0.024129654,-0.372641116
C[C]C,0.294019868,-0.040022003,-0.334041871
CC#CO,0.328963615,-0.134677041,-0.463640656
CC(=O)N(C#N)N,0.37058728,-0.060380284,-0.430967564
C(C[N+](=O)[O-])C=O,0.367801202,-0.018578547,-0.386379749
CNN=C,0.311381486,-0.105605124,-0.41698661
C=CNN,0.298678432,-0.137385789,-0.436064221
C(#N)C(=NO)C(=O)N,0.380260257,0.016712221,-0.363548036
C(=NO)C(=O)N,0.361438346,-0.035344843,-0.396783189
C(=NO)C(=O)O,0.377916349,-0.027577574,-0.405493923
COC(=O)C=NO,0.372086488,-0.0293272,-0.401413688
C(=NN=CN=O)NO,0.291871209,0.027673277,-0.264197932
C(#N)NC(=O)C(=O)OC#N,0.404999903,0.052517434,-0.352482469
C(#N)C(=NN)C#N,0.35731681,0.010018029,-0.347298781
C(#N)C(=N)C#N,0.440496613,0.041644886,-0.398851727
C(#N)OOC#N,0.422711994,0.164933395,-0.257778599
C(=C(C=O)[N+](=O)[O-])O,0.383596023,0.019325907,-0.364270116
C(N[N+](=O)[O-])O,0.39450929,-0.039967347,-0.434476637
C(O)(O)(O)O,0.397930231,-0.140488756,-0.538418987
C(=O)OC=O,0.397503484,-0.038010674,-0.435514158
C#CCNO,0.341211604,-0.123403858,-0.464615462
C(C(=O)OO)O,0.382546181,-0.071773801,-0.454319982
CC#CC[N+](=O)[O-],0.358404666,-0.031496181,-0.389900847
C(#N)C(=O)C(=O)ON,0.388537992,0.048954588,-0.339583404
N([N+](=O)[O-])[N+](=O)[O-],0.43395018,0.016203052,-0.417747128
C(#N)C(=O)O,0.435333369,-0.017788353,-0.453121722
C(=O)(O)OOC(=O)O,0.409360173,-0.057869473,-0.467229646
C(NO)O,0.357665272,-0.147296599,-0.504961871
C=COC(=O)O,0.352917646,-0.087117303,-0.440034949
CN=[N+](CO)[O-],0.358575255,-0.039071808,-0.397647063
NON,0.375982047,-0.149896114,-0.525878161
C#CCNC=O,0.341604606,-0.097723823,-0.439328429
COC=NC#N,0.374158718,-0.038006043,-0.412164761
C(#CO)O,0.337871442,-0.12183104,-0.459702482
C=CC(=O)OC#N,0.397126317,0.008214273,-0.388912044
C#CCCN,0.327013832,-0.125841947,-0.452855779
C=CC(C=O)O,0.348551193,-0.037771445,-0.386322638
C=CCNO,0.327338572,-0.103294723,-0.430633295
C(CO)NO,0.333771654,-0.13880458,-0.472576234
CC#CC#[N+][O-],0.330558154,-0.052126338,-0.382684492
C(=O)(N=[N+]=[N-])O,0.398546162,-0.045964909,-0.444511071
CC(=O)NN=O,0.359139313,-0.009253989,-0.368393302
C(N)(N)N,0.32925327,-0.141513797,-0.470767067
CC(C#C)N,0.335580882,-0.128574708,-0.46415559
C(C(=O)N)(N)O,0.340106673,-0.102149634,-0.442256307
C(N)NO,0.326590551,-0.147879126,-0.474469677
C=C=CCN,0.330929973,-0.101744197,-0.43267417
C(NO)[N+](=O)[O-],0.365905481,-0.038909793,-0.404815274
COCNO,0.332793015,-0.153191139,-0.485984154
C(=O)C#CC#CC=O,0.362503022,0.035192247,-0.327310775
C=[O+][O-],0.353316275,-0.022562522,-0.375878797
C#CCON,0.342948121,-0.120539193,-0.463487314
C(=C(C#N)[O+]=C(C#N)C#N)=[N-],0.352389699,0.118421438,-0.233968261
COC(C#N)C#N,0.414381702,-0.041674734,-0.456056436
C(#CC#CC#N)C#CC#N,0.351916109,0.069908744,-0.282007365
C(=O)(N[N+](=O)[O-])N[N+](=O)[O-],0.402177317,0.029833495,-0.372343822
C(=[N+]=[N-])C#N,0.351370073,-0.004333239,-0.355703312
C(=NC(=O)N=C=O)=O,0.392426177,-0.011508695,-0.403934872
COC(=O)C#CC=O,0.370961417,-0.003043679,-0.374005096
C(CN=[N+]=[N-])C=O,0.336141645,-0.051220987,-0.387362632
C=CC=[N+]=[N-],0.288618752,-0.035075167,-0.323693919
C=CC(C#C)O,0.350595243,-0.089664528,-0.440259771
CC(=O)C=C=C,0.332115992,-0.031548761,-0.363664753
CC(O)(O)O,0.385463429,-0.140910292,-0.526373721
CN(C#N)N,0.346640167,-0.111046315,-0.457686482
C(=NN=C=O)=O,0.367875247,-0.032486994,-0.400362241
C=CCOO,0.360318332,-0.086381021,-0.446699353
C(=C=O)[N+](=O)[O-],0.392165782,-0.000470935,-0.392636717
COC(=O)C=C=O,0.354947682,-0.037692068,-0.39263975
C(C#N)C(=NC#N)N,0.356177718,-0.034065387,-0.390243105
COC=N,0.375605456,-0.126996996,-0.502602452
CC(=O)OC#C,0.359438928,-0.070592238,-0.430031166
C#CC(CO)O,0.350032458,-0.099489067,-0.449521525
C(=C=CC=O)C=O,0.351049038,0.001885155,-0.349163883
[C-]#[N+]C#CC#N,0.403218963,0.017875609,-0.385343354
C#CC(C#C)O,0.35529962,-0.081029942,-0.436329562
C(C(=N)N)[N+](=O)[O-],0.3509321,-0.019151767,-0.370083867
C(=O)(NNC(=O)O)O,0.367578264,-0.112455902,-0.480034166
C(=C(C#N)C#N)O,0.367816938,-0.001198158,-0.369015096
COC(=C)O,0.304497681,-0.161626117,-0.466123798
COC(=C)C#C,0.309989525,-0.072381513,-0.382371038
C[N+](=C)[O-],0.321428924,-0.0784947,-0.399923624
C(#N)C(C#N)C(=N)N,0.371719021,-0.05718487,-0.428903891
C(#N)NNC#N,0.391861054,-0.062501545,-0.454362599
CCONO,0.359894356,-0.141853096,-0.501747452
C=CC(=O)OO[N+](=O)[O-],0.393274621,0.002695157,-0.390579464
C[C]O,0.316115427,-0.074010565,-0.390125992
C(=O)OC#N,0.437176168,-0.041164036,-0.478340204
C(=O)NC(=O)NC=O,0.35960312,-0.022969632,-0.382572752
NOON,0.355360686,-0.073166136,-0.428526822
C(C#CC#N)O,0.37898839,-0.028956843,-0.407945233
C(=O)(ON)ON,0.369689013,-0.109181742,-0.478870755
CC(=O)OC=C=O,0.323624567,-0.028919521,-0.352544088
C(CON)C#N,0.362819545,-0.112269515,-0.47508906
C(C[N+](=O)[O-])N,0.353210349,-0.03227314,-0.385483489
[C-]#[N+]CC#N,0.426899339,-0.073352285,-0.500251624
COC(=C)C=O,0.335824047,-0.031349752,-0.367173799
CC(=O)N[N+](=O)[O-],0.385051168,-0.012115934,-0.397167102
C(=O)[N+](=O)[O-],0.416205055,0.027433267,-0.388771788
CC(=C(C#N)C#N)O,0.352557106,-0.005476961,-0.358034067
C(=O)ON,0.384265407,-0.103439729,-0.487705136
C(CN=C=O)N=C=O,0.361409965,-0.075959616,-0.437369581
C=CC(=O)N=[N+]=[N-],0.37523605,-0.000489907,-0.375725957
C=CC=C(O)O,0.274911005,-0.085454142,-0.360365147
C(=O)C#CC=O,0.376667111,0.010461508,-0.366205603
C(N)(NO)O,0.340980639,-0.130323038,-0.471303677
CC(=O)CN=[N+]=[N-],0.334489951,-0.048890131,-0.383380082
C=CNC(=O)O,0.318531635,-0.091956455,-0.41048809
C(#N)C(C#N)(N)N,0.385368428,-0.052737727,-0.438106155
C(=N)C(=O)N,0.352468761,-0.037606008,-0.390074769
C(=O)C(=O)N,0.356807254,-0.0170792,-0.373886454
CN=C=C(C#N)C#N,0.34221215,-0.013872379,-0.356084529
[C-]#[N+]C#CO,0.359127667,-0.062998481,-0.422126148
CN=C=NC,0.336429831,-0.123173719,-0.45960355
CN(O)OC,0.341850757,-0.154115011,-0.495965768
C#CCCC=O,0.338597774,-0.069103831,-0.407701605
C(C#N)C(C=O)O,0.386458851,-0.034420009,-0.42087886
C(=NC(=O)N=[N+]=[N-])=O,0.391373254,-0.005122753,-0.396496007
CC=C=C=C=C,0.302399923,-0.036872048,-0.339271971
C(C=O)N=[N+]=[N-],0.347870987,-0.044278928,-0.392149915
C(#N)C(C#N)C(C#N)C#N,0.443177541,-0.005067305,-0.448244846
C[C-]=[O+]C,0.289484234,-0.070076054,-0.359560288
CC(N=C=O)N=C=O,0.377391865,-0.061197157,-0.438589022
C(C(C=O)C#N)O,0.373831562,-0.02530485,-0.399136412
CC(N=[N+]=[N-])[N+](=O)[O-],0.36630703,-0.013206046,-0.379513076
C#C[N+](=O)[O-],0.404546752,0.011324408,-0.393222344
C(=O)(NN)N[N+](=O)[O-],0.380022018,-0.016271623,-0.396293641
C(=O)(N[N+](=O)[O-])NO,0.354456335,-0.010006976,-0.364463311
CC(C=N)C#N,0.374400405,-0.055249921,-0.429650326
CN=NC=C=C,0.315074749,-0.026402174,-0.341476923
C=CCN=C,0.338651335,-0.07379927,-0.412450605
C=NCC(=O)O,0.357355176,-0.071256566,-0.428611742
C#CC[N+]#[C-],0.381201173,-0.094112787,-0.47531396
C(#CN)N,0.296529145,-0.144525232,-0.441054377
CC#CNC,0.283346308,-0.135995859,-0.419342167
C#CC=C(C#N)C#N,0.361543866,0.04536283,-0.316181036
C(#N)C(=C(N)O)C#N,0.325455322,-0.042800095,-0.368255417
CONN=O,0.346122617,-0.069841252,-0.415963869
C(#N)C(=[N+]=[N-])C#N,0.368849292,0.038843144,-0.330006148
C(#N)C(C#N)C(=C=N)C#N,0.367002332,0.005209073,-0.361793259
CC=C=N,0.317005709,-0.094911022,-0.411916731
C(N=O)N=O,0.332205791,0.030126231,-0.30207956
C(=C=N)=C=N,0.332769884,-0.040783784,-0.373553668
C(=[N+](O)[O-])([N+](=O)[O-])[N+](=O)[O-],0.396078079,0.069208605,-0.326869474
CCNC#N,0.349408022,-0.111052569,-0.460460591
C=CC#CC#C,0.311171197,-0.022630607,-0.333801804
CCC=[N+]=[N-],0.299562388,-0.055902755,-0.355465143
COC(=O)N=C,0.359486287,-0.033268909,-0.392755196
C(C[N+](=O)[O-])N=[N+]=[N-],0.357707721,-0.019067579,-0.3767753
C(#N)NN,0.370537256,-0.106494401,-0.477031657
CC(=[N+]=[N-])C#N,0.329631376,-0.007444956,-0.337076332
C(C#N)C(=O)NC#N,0.393803083,-0.029297315,-0.423100398
CN(C=O)[N+](=O)[O-],0.391718885,-0.007081375,-0.39880026
C(#N)N(C#N)N,0.382568561,-0.041782339,-0.4243509
C=CCNC#N,0.342077209,-0.09101879,-0.433095999
CN(C#N)C#N,0.373179775,-0.062355477,-0.435535252
CCN(C#N)C#N,0.366372844,-0.06219037,-0.428563214
CN(C#N)C(=O)N,0.356516374,-0.105436229,-0.461952603
CC(=O)N=CN,0.327491836,-0.054505794,-0.38199763
CC(=O)N=C=O,0.380439925,-0.047315392,-0.427755317
C(#N)C(C(=O)N)[N+](=O)[O-],0.386342875,0.013231706,-0.373111169
C=CC(=O)NN,0.343838877,-0.048660147,-0.392499024
CCOC=C=O,0.320752293,-0.045652954,-0.366405247
C(=C=O)C=NC=O,0.350238923,-0.001566176,-0.351805099
C=C(C#N)C(=C)C#N,0.35965473,0.016548979,-0.343105751
C=CC(=O)CO,0.360312477,-0.015126123,-0.3754386
CN(C)[N+]#[C-],0.336631833,-0.132771521,-0.469403354
C#CCOC=O,0.369450526,-0.086335929,-0.455786455
COC=C=C=C,0.291724814,-0.050728338,-0.342453152
CN=C=C,0.319123883,-0.09986851,-0.418992393
C=CC(=C)C#N,0.339957034,-0.015168498,-0.355125532
CC(=O)NC=O,0.354479088,-0.05168336,-0.406162448
COC(=O)NC=O,0.367973339,-0.065366389,-0.433339728
CC(=C=O)C#N,0.346199608,-0.015445173,-0.361644781
C=C=CC#C,0.322751414,-0.059364947,-0.382116361
CC=C(O)O,0.291850168,-0.136371205,-0.428221373
C#CCC(=O)C#C,0.343779048,-0.01794196,-0.361721008
COC(=O)ON,0.374282356,-0.126132082,-0.500414438
C(=O)N[N+](=O)[O-],0.402264995,-0.004629312,-0.406894307
CC#CC=C=C,0.302985416,-0.064086442,-0.367071858
CON=C(C#N)C#N,0.376116107,0.032106941,-0.344009166
CN(N)N=O,0.336296461,-0.066481572,-0.402778033
CNC(=O)C#N,0.376639076,-0.038789853,-0.415428929
CN=NCN,0.312506872,-0.068542032,-0.381048904
C(#N)OC#N,0.446832475,-0.076452011,-0.523284486
CCC#CC#N,0.373386637,-0.046664518,-0.420051155
CC(=C)C#CC#N,0.339270563,-0.004466576,-0.343737139
CC(=C)C=N,0.347640914,-0.045250355,-0.392891269
CCC#[N+][O-],0.3465525,-0.115446962,-0.461999462
COC(=O)N=[N+]=[N-],0.388366463,-0.047893027,-0.43625949
C=CC#CC=O,0.346381215,0.005200779,-0.341180436
C=CC(=O)NO,0.334636782,-0.036122151,-0.370758933
COC(=NC#N)N=[N+]=[N-],0.353131937,-0.003560388,-0.356692325
COC=C=O,0.304827641,-0.041160856,-0.345988497
C=CC(=C)[N+](=O)[O-],0.350838092,0.010448005,-0.340390087
C(=NC#N)C=[N+]=[N-],0.34103985,0.009646781,-0.331393069
CC(=NC#N)C=[N+]=[N-],0.332866012,0.005042658,-0.327823354
C=C=NC#N,0.366190997,-0.012176755,-0.378367752
CC=C=NC#N,0.346057299,-0.013532538,-0.359589837
C#CC(=O)C#C,0.367133053,0.006580375,-0.360552678
CC#CCN,0.323547719,-0.125392731,-0.44894045
C(C(=O)N)NO,0.322022016,-0.113907279,-0.435929295
COC(=O)[C+]=N[O-],0.372517199,-0.024202558,-0.396719757
CNNC=O,0.337198081,-0.116277204,-0.453475285
CC(=O)C=C=O,0.357475612,-0.032297136,-0.389772748
C(=C=N)C#N,0.352658042,-0.046858305,-0.399516347
C=C=CC#CC#C,0.302565127,-0.023571088,-0.326136215
CC(=C)C(=O)C#N,0.385108708,0.018441031,-0.366667677
CC(=O)CN=O,0.334659643,-0.003111989,-0.337771632
CCN=N,0.342347733,-0.062152381,-0.404500114
CC(=NC=O)N,0.346559572,-0.046826353,-0.393385925
CN=NN=C,0.322444808,-0.02677609,-0.349220898
CNNN,0.330976343,-0.148601539,-0.479577882
C(=NC=N)N,0.32495062,-0.065220275,-0.390170895
C=NNC(=O)N,0.331353963,-0.071122862,-0.402476825
C=CC(=C)C#C,0.308302288,-0.036390915,-0.344693203
C=COCC#C,0.321525055,-0.107609334,-0.429134389
C=COC(=O)C#C,0.346516148,-0.022581781,-0.369097929
CC(=O)ON=O,0.371961134,0.008852039,-0.363109095
CN(C)C#C,0.288733979,-0.148383903,-0.437117882
C=CC#CC(=O)O,0.344721105,-0.006979011,-0.351700116
C(=N[N+](=O)[O-])=O,0.431385141,-0.001630425,-0.433015566
C=CCC=N,0.334048597,-0.073881508,-0.407930105
C(C(N)O)O,0.35055449,-0.135345935,-0.485900425
CC(=O)N=[N+]=[N-],0.37514103,-0.037713139,-0.412854169
C=CN=[N+]=[N-],0.330539441,-0.054815857,-0.385355298
C=C(CC#[O+])[O-],0.31898142,-0.038413357,-0.357394777
C#CC(=O)OC(=O)C#C,0.374425181,0.009932059,-0.364493122
COC(=O)N[N+](=O)[O-],0.393664432,-0.02337299,-0.417037422
CON=C,0.363460392,-0.100172371,-0.463632763
CC(=O)N=O,0.345532383,0.026707031,-0.318825352
C(=C(C=O)C=O)O,0.354877335,0.002982598,-0.351894737
C#CC=N,0.377018931,-0.040878106,-0.417897037
C=CC(=C)C=O,0.332052931,-0.009734263,-0.341787194
CC(=C=O)C=C,0.291445951,-0.049098379,-0.34054433
CC(O)OOO,0.375546,-0.098906646,-0.474452646
C=CCC=[N+]=[N-],0.298037826,-0.045822517,-0.343860343
C(=C(C#N)C#N)N=[N+]=[N-],0.355788079,0.039974441,-0.315813638
C(C(=O)O)N=O,0.348004541,-0.004451372,-0.352455913
C(#N)C(=C(C#N)O)C#N,0.381056328,0.0552951,-0.325761228
CC(=C)N=C=O,0.328214785,-0.075147955,-0.40336274
CC(=N)ON,0.364324457,-0.132434476,-0.496758933
CCN=C=N,0.356693447,-0.125708929,-0.482402376
[C-]#[N+]CCO,0.384335039,-0.114847313,-0.499182352
C#CN,0.323455407,-0.146929771,-0.470385178
CON=C=O,0.351135156,-0.049254624,-0.40038978
C(=N)(C(=O)O)N,0.363442309,-0.050741647,-0.414183956
C#CC=[N+]=[N-],0.305026318,-0.028156293,-0.333182611
C(#N)N=NC#N,0.431004966,0.091125134,-0.339879832
C=NC=O,0.365667366,-0.035801968,-0.401469334
CC(=O)N=C,0.347228331,-0.039990892,-0.387219223
COCN=[N+]=[N-],0.357112129,-0.069358923,-0.426471052
C(C#N)ON=C(C#N)C#N,0.395679339,0.050740951,-0.344938388
C(NN)O,0.345229566,-0.143184665,-0.488414231
CC=NC=C,0.316663873,-0.065683942,-0.382347815
CC(=C)OO,0.31214471,-0.107664971,-0.419809681
C(CN=O)N=O,0.326548485,0.001900096,-0.324648389
C(C(C#N)O)O,0.391242201,-0.097966722,-0.489208923
CC(=O)C(O)O,0.363350285,-0.05922611,-0.422576395
CC(=C=[N+]=[N-])C,0.308600348,-0.010891092,-0.31949144
COC(=O)OC=O,0.393178469,-0.05882119,-0.451999659
C=C=C(C#N)C#N,0.381467871,0.013666115,-0.367801756
C=NCC#C,0.350848615,-0.086960913,-0.437809528
CCON=[N+]=[N-],0.334457872,-0.028366717,-0.362824589
C=C(C(=O)O)N=[N+]=[N-],0.326833743,-0.01682598,-0.343659723
COC(=C)C#N,0.34648694,-0.050363263,-0.396850203
CC(=O)C#CC#N,0.37784259,0.025715659,-0.352126931
C#CCN[N+](=O)[O-],0.374333276,-0.041814326,-0.416147602
C(=O)(NC(=O)O)O,0.399694646,-0.073466332,-0.473160978
CC(=O)C(=C)O,0.335891316,-0.026173151,-0.362064467
CNCC=O,0.315737814,-0.076444283,-0.392182097
C=CC(=O)ON,0.356299005,-0.033705575,-0.39000458
C#CCN=[N+]=[N-],0.352147773,-0.057137996,-0.409285769
C=CC(=C)N=[N+]=[N-],0.308508879,-0.030760375,-0.339269254
C=CCC=C=O,0.315634179,-0.055009335,-0.370643514
COC(=O)C(=O)N=C=O,0.375318061,0.005903174,-0.369414887
CC(=C=C)C=O,0.340399082,-0.030752184,-0.371151266
C=C=C=C=O,0.313412551,0.005544839,-0.307867712
C=C=C=C=C=O,0.298909465,0.04072297,-0.258186495
C(C[N+](=O)[O-])C#N,0.408910677,-0.015889039,-0.424799716
CCON=C,0.341378683,-0.095162519,-0.436541202
CNC(=C)O,0.28090883,-0.14390706,-0.42481589
CC#C[N+](=O)[O-],0.376626247,0.002423431,-0.374202816
COCOO,0.375460909,-0.123340079,-0.498800988
CC(=O)C(=N)N,0.338577516,-0.036394194,-0.37497171
CC(C#N)(C#N)N=[N+]=[N-],0.394335041,-0.005314149,-0.39964919
CC(C#N)N=[N+]=[N-],0.374320686,-0.039148796,-0.413469482
C=C(CC#C)C#N,0.356849673,-0.034731002,-0.391580675
C=C(CO)[N+](=O)[O-],0.379515278,0.011607675,-0.367907603
C(=O)C#CC#N,0.398032305,0.036542696,-0.361489609
C(C#N)N[N+](=O)[O-],0.413153026,-0.025755843,-0.438908869
C=C(C#N)C(=O)N,0.380302342,-0.004488988,-0.38479133
CC=C=C=C,0.310353609,-0.040544089,-0.350897698
C(=C=O)N=[N+]=[N-],0.315647378,-0.017270542,-0.33291792
CC(=O)C=N,0.358740067,-0.014528829,-0.373268896
C(N=[N+]=[N-])N=[N+]=[N-],0.355667322,-0.030550862,-0.386218184
C(=N)(N)OO,0.353216958,-0.105650922,-0.45886788
C=C(CO)C#N,0.368180393,-0.037481486,-0.405661879
CN(C=N)O,0.304648501,-0.110144736,-0.414793237
C(#N)C#[N+][O-],0.404006453,-0.01728939,-0.421295843
CN(C)N=C=O,0.316326748,-0.080969935,-0.397296683
CC(=NC)C#N,0.36484842,-0.024062189,-0.388910609
CCN=C=C,0.310492412,-0.099989453,-0.410481865
CC=C=NC,0.300296543,-0.096122739,-0.396419282
CC(=C)C=C=O,0.295308405,-0.047475734,-0.342784139
C(=O)C(=O)C(=O)C=O,0.348212003,0.048470988,-0.299741015
C(O)OCO,0.380266499,-0.150187323,-0.530453822
C#CCCN=[N+]=[N-],0.335106557,-0.066504808,-0.401611365
C(CN=[N+]=[N-])C#N,0.367755759,-0.042012281,-0.40976804
C(C#CO)O,0.339261441,-0.120033118,-0.459294559
C(=O)(N)NOO,0.358322588,-0.065610176,-0.423932764
C(CO)N=C=O,0.361943859,-0.105485455,-0.467429314
C(C#N)C(=O)CC#N,0.385054629,-0.015681948,-0.400736577
C(=C(C#N)C#N)NC#N,0.357467551,0.026566213,-0.330901338
C(C#N)C(=O)N=[N+]=[N-],0.386680721,-0.007575669,-0.39425639
CC(=O)C(=C)N=O,0.330875057,0.035043995,-0.295831062
C(CO)C#CO,0.325854429,-0.120692865,-0.446547294
CCC(=N)C#N,0.391640368,-0.019978373,-0.411618741
C(C(=O)N)ON,0.322037239,-0.115330878,-0.437368117
CC(=N)OO,0.360351151,-0.101859177,-0.462210328
C(=[N+]=[N-])[N+](=O)[O-],0.376629662,0.012420214,-0.364209448
C=CC#CO,0.304724931,-0.080796849,-0.38552178
C(C([N+](=O)[O-])O)O,0.388017063,-0.011781553,-0.399798616
C(#N)C(=C(N=[N+]=[N-])N=[N+]=[N-])C#N,0.337309904,0.051171191,-0.286138713
C(#N)C(=NC#N)C#N,0.429271723,0.097645782,-0.331625941
C(C(=O)CN=O)N=O,0.328550902,0.031458743,-0.297092159
C#CC(C#C)(C#C)O,0.348339912,-0.057940804,-0.406280716
C(C#N)ON,0.38274814,-0.101960354,-0.484708494
C(=C(C=O)C=O)C=O,0.342947739,0.061270575,-0.281677164
CCC(=O)N=C=O,0.376120717,-0.04675632,-0.422877037
C(=O)NC(=O)C(=O)O,0.37341428,0.013255323,-0.360158957
CC(=NC#N)C,0.365182047,-0.021314323,-0.38649637
COC=C=C=O,0.324381636,-0.020297372,-0.344679008
CC(=O)OOC,0.368629807,-0.091373639,-0.460003446
CC(=[N+]=[N-])OC,0.286160817,-0.044444824,-0.330605641
C([N+](=O)[O-])(O)(O)O,0.40876451,-0.022339788,-0.431104298
C=C(CN)C#N,0.346381003,-0.03471156,-0.381092563
CC(=O)C#[N+][O-],0.370541253,-0.010765118,-0.381306371
COCON,0.356140024,-0.148920276,-0.5050603
C(=NN)=O,0.360875284,-0.086541476,-0.44741676
C(=O)C(C=O)N,0.340495583,-0.03024879,-0.370744373
CC(C#C)N=[N+]=[N-],0.344478953,-0.05745686,-0.401935813
C(#N)C(=[N+]=[N-])[N+](=O)[O-],0.385112183,0.051025502,-0.334086681
C=CNC=C,0.266919855,-0.100517406,-0.367437261
CN(C(=O)N=[N+]=[N-])N=O,0.354060698,0.006531084,-0.347529614
C(=N)C#N,0.418032513,-0.013258515,-0.431291028
CC#CC#CC(=O)O,0.332027779,-0.010695945,-0.342723724
C(CON=O)O,0.367431527,-0.023418209,-0.390849736
CC(=C=O)OC,0.288513444,-0.044780549,-0.333293993
C#CC(C(=O)O)N,0.341281767,-0.082309021,-0.423590788
C(C(C#N)N)O,0.370586453,-0.094592765,-0.465179218
C(CC(=O)C#N)C#N,0.403067109,0.017065191,-0.386001918
C=C(CC=O)O,0.31690737,-0.066824506,-0.383731876
CC=C=CC=O,0.334820494,-0.028768341,-0.363588835
C(#N)C(=C(C#N)N)C#N,0.348852657,0.037591391,-0.311261266
C(N)(N)(N)O,0.335708354,-0.132988703,-0.468697057
C(=O)(C(=O)OO)O,0.403316501,-0.00578303,-0.409099531
C(C#CN)N,0.293771635,-0.133605184,-0.427376819
C(=C=C=O)C=O,0.344203104,0.047988711,-0.296214393
C(COO)O,0.356654082,-0.111228676,-0.467882758
C(#N)C(C#N)C(=O)O,0.413891144,-0.033141394,-0.447032538
C(C=O)NC=O,0.359212129,-0.054742718,-0.413954847
C(#N)N(C#N)C#N,0.414596328,-0.028024984,-0.442621312
C=COC(=O)C#N,0.374246196,0.000328756,-0.37391744
C(=O)NC#N,0.396083835,-0.06162044,-0.457704275
C(C#N)NN,0.361697776,-0.102283415,-0.463981191
COC(=C=C)C#N,0.331185894,-0.040552842,-0.371738736
C=C(C=O)N=O,0.338719007,0.043868861,-0.294850146
NN([N+](=O)[O-])[N+](=O)[O-],0.379341033,0.008415985,-0.370925048
CC(=O)ON=[N+]=[N-],0.370106335,-0.014559049,-0.384665384
C(=C=O)C=O,0.365281518,-0.032818647,-0.398100165
C(C=O)[N+](=O)[O-],0.385878073,-0.009129034,-0.395007107
CC(=O)OC#N,0.420378737,-0.048398556,-0.468777293
C(=C=C=O)=C=O,0.304769546,0.076085165,-0.228684381
C=C(CO)C=O,0.349459059,-0.014870039,-0.364329098
C(O)OC=O,0.393337923,-0.092186321,-0.485524244
C=C(CC#N)C#N,0.386280429,-0.018598877,-0.404879306
CCC#CO,0.324370183,-0.13200475,-0.456374933
CN(N)O,0.341143921,-0.151037334,-0.492181255
CN(C)N=N,0.32045737,-0.092354285,-0.412811655
CC(=N)C=C,0.346840727,-0.04872324,-0.395563967
CNC(=O)C#C,0.348054167,-0.060838578,-0.408892745
CC(=C=N)C,0.300384436,-0.096228654,-0.39661309
CONC#N,0.376269618,-0.084831452,-0.46110107
CNC(=O)C=O,0.34852691,-0.015846748,-0.364373658
CC(N)N=O,0.318991178,-0.027100789,-0.346091967
C(CNC#N)C#N,0.364356,-0.079544548,-0.443900548
C(=N)(C(=N)N)N,0.317499433,-0.074811684,-0.392311117
C#C[N+]#[C-],0.399374015,-0.051520568,-0.450894583
CC(=O)C(=C)C#N,0.364971244,0.010707107,-0.354264137
C(=O)(C(=O)O)NO,0.367013101,-0.025455266,-0.392468367
C=CC(=O)N=C,0.342419937,-0.009445655,-0.351865592
C(C(=O)O)N(O)O,0.339326269,-0.082960357,-0.422286626
CN=CC=C,0.339364544,-0.04584289,-0.385207434
[C-]#[N+]C[N+]#[C-],0.412139039,-0.074604448,-0.486743487
C(=O)(O)OC(=O)OO,0.41807916,-0.046367116,-0.464446276
[C-]#[N+]CC(=O)O,0.38762294,-0.076383457,-0.464006397
C(=C=O)C=C=O,0.290396765,-0.031317579,-0.321714344
CC(=O)[N+]#[C-],0.398938261,-0.019172946,-0.418111207
C(=NC#N)NC#N,0.379469316,0.000168627,-0.379300689
C#CCNN,0.333844991,-0.120160431,-0.454005422
NNO,0.365037429,-0.157388498,-0.522425927
C=C=C[N+](=O)[O-],0.384227743,-0.00233788,-0.386565623
C(=NC(=O)O)(N)N,0.339133877,-0.081222253,-0.42035613
C=CC(=O)N=C=O,0.374721946,-0.003231893,-0.377953839
CC#CCN=[N+]=[N-],0.335217195,-0.061573809,-0.396791004
C=C=CN=[N+]=[N-],0.317690235,-0.052165214,-0.369855449
CC(=C=C)N=[N+]=[N-],0.307085537,-0.052477197,-0.359562734
